function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
RXN-12414	0.0	1.5	0.0	0.5	0.5	0.0	1.75	1.75	60.0	147.20000000000005	237.36	252.71	34.5	30.5	48.5	95.0	0.5	12.5	18.15	80.0	47.0	0.5	199.33	855.64	288.04	5.0	2.0	0.0	10.0	5.0	9.0	39.0	49.0	98.0
RXN-12430	21.0	108.0	107.58	173.17	68.5	0.0	124.4	173.0	674.1999999999998	148.42999999999995	110.76	383.44	313.6	20.78	33.43	174.29999999999995	32.0	225.4	23.0	39.02	127.45	23.75	164.5	568.02	199.74	10.2	82.6	29.6	104.6	92.8	65.0	594.6	306.4	305.8
RXN-12444	616.0	695.3299999999998	471.0	244.16	454.16	468.17	727.0	362.0	930.4	853.76	2191.58	363.12	67.0	284.46	709.53	114.47	46.0	339.1	261.7	528.82	219.95	133.0	2485.44	948.72	1746.69	30.0	20.0	11.0	16.0	34.0	16.0	11.0	23.0	8.0
RXN-12445	20.0	44.0	2.0	0.0	4.0	0.0	124.0	173.0	14.5	42.5	17.0	24.0	2.0	5.0	1.0	2.0	32.0	3.0	6.0	12.5	8.0	6.0	8.5	32.14	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12446	1.0	0.0	0.0	0.0	0.0	0.0	0.4	2.0	15.87	26.4	15.63	75.74000000000002	158.60000000000005	7.73	20.23	58.2	0.0	2.53	8.0	13.4	19.7	0.0	85.57	126.0	50.57	2.2	76.6	12.6	73.6	77.8	61.0	537.6	278.4	208.8
RXN-12448	4054.78	5232.709999999999	4680.1399999999985	3214.65	3837.12	4530.88	4133.3600000000015	3718.81	5253.31	2170.46	3959.7	1854.72	1519.85	648.34	1414.99	1048.32	549.8199999999998	1790.0300000000002	516.05	1101.88	804.0099999999999	963.89	5237.040000000001	4648.980000000001	5252.83	912.03	601.66	244.0	664.1899999999998	592.96	504.81	2553.94	1982.29	1544.79
RXN-12458	2769.6800000000007	4209.38	4375.33	3202.26	3344.46	3333.81	2695.3100000000004	2713.2899999999995	1939.2	1891.85	1781.9499999999996	1218.74	1806.28	604.62	1021.49	1669.96	386.08	655.6899999999998	481.59	564.35	413.19	756.7199999999998	3830.24	4037.28	4543.659999999999	1055.5099999999998	525.56	1085.77	803.7900000000002	1239.6	611.6099999999999	2107.1	2267.74	3676.13
RXN-12460	3366.6800000000007	4652.879999999999	4574.33	3250.26	3651.46	3864.81	3291.3100000000004	2799.2899999999995	2453.4	2172.48	1837.98	1250.24	1818.78	667.16	1136.39	1797.5600000000006	395.08	850.4199999999997	555.79	599.55	430.97	855.7199999999998	4205.8499999999985	4353.199999999999	4930.66	1055.5099999999998	521.56	1085.77	794.46	1237.6	611.6099999999999	2098.77	2271.74	3678.8
RXN-12462	1635.5700000000004	1301.73	1560.77	1323.59	1587.06	2031.1	1495.05	999.82	1025.63	1185.5099999999998	315.94999999999993	396.69999999999993	1675.1799999999996	313.61	439.95	860.2199999999998	119.07	343.63	272.02	160.8	134.91	245.17	1624.88	2067.84	2608.7	898.7399999999999	303.63	518.5	667.6899999999998	1114.13	512.78	1635.5400000000004	2231.27	1677.0
RXN-12463	1635.5700000000004	1301.73	1560.77	1323.59	1587.06	2031.1	1495.05	999.82	1025.63	1185.5099999999998	315.94999999999993	396.69999999999993	1675.1799999999996	313.61	439.95	860.2199999999998	119.07	343.63	272.02	160.8	134.91	245.17	1624.88	2067.84	2608.7	898.7399999999999	303.63	518.5	667.6899999999998	1114.13	512.78	1635.5400000000004	2231.27	1677.0
RXN-12466	52.0	63.5	20.0	34.0	29.0	21.0	18.0	45.0	569.3700000000001	644.8000000000002	55.03	76.5	154.5	69.54	143.73	154.43	12.0	235.23	159.02999999999997	36.37000000000001	17.779999999999994	16.0	523.9399999999998	392.25	562.33	170.0	51.0	46.0	77.0	25.0	82.0	136.0	193.0	37.0
RXN-12469	52.0	63.5	20.0	34.0	29.0	21.0	18.0	45.0	569.3700000000001	644.8000000000002	55.03	76.5	154.5	69.54	143.73	154.43	12.0	235.23	159.02999999999997	36.37000000000001	17.779999999999994	16.0	523.9399999999998	392.25	562.33	170.0	51.0	46.0	77.0	25.0	82.0	136.0	193.0	37.0
RXN-12472	1539.4	1218.23	1527.77	1284.2600000000002	1556.06	2003.77	1476.05	823.15	398.46	716.71	1185.9199999999996	245.95000000000005	441.68	396.07000000000005	697.22	584.6399999999999	101.07	107.4	249.99	345.93	112.13	224.17	2583.49	1421.06	2338.85	264.99	180.63	287.5	257.69	246.13	167.78	453.54	530.27	659.05
RXN-12480	1390.5100000000002	3026.88	3089.36	2227.53	1981.4600000000007	1676.08	1396.41	1865.02	158.57	402.26	297.74	360.1	427.5	86.23	175.71	547.54	282.01	45.66	66.57	131.53	79.33	537.05	594.96	1403.44	632.99	281.07	179.82999999999996	642.17	223.67	457.17	172.82999999999996	441.13000000000005	489.82	2203.25
RXN-12481	103.67	269.5	364.0	348.33	321.0	159.32999999999996	74.0	231.67	1183.7	695.16	100.99	236.54	276.5	66.92	149.43	294.2	14.0	434.43	166.7	50.32	64.03	48.0	577.61	835.25	785.17	170.0	51.0	46.0	80.0	25.0	82.0	150.0	195.0	39.0
RXN-12484	2.0	0.0	0.0	3.0	4.0	7.0	7.0	0.0	6.0	9.0	0.0	22.0	0.0	0.0	2.0	33.0	0.0	0.0	0.0	2.0	2.0	0.0	6.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12490	253.5	225.5	174.75	160.75	102.0	71.5	306.25	385.5	2915.37	792.4900000000001	2444.2	966.25	299.5	92.43	522.24	273.63	67.25	1015.06	154.5	603.24	403.41	42.0	1531.92	2257.77	1207.4500000000005	3.0	0.0	0.0	17.5	2.0	4.0	23.5	12.0	35.0
RXN-12496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.5	343.75	266.5	324.0	14.5	80.0	92.0	49.5	0.0	138.0	79.5	76.0	175.25	0.0	360.5	782.89	823.0	422.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
RXN-12518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.5	351.33	1040.3300000000004	86.5	3.5	34.84	243.0	34.83	0.0	189.33	81.5	231.5	74.58	0.0	620.5	187.42	301.83	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
RXN-12519	20.0	44.0	2.0	0.0	4.0	0.0	124.0	173.0	1210.3	166.5	1113.0	329.0	41.0	22.0	207.0	12.0	32.0	395.2	36.0	254.83	170.0	6.0	591.5	44.14	286.13	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
RXN-12521	51.5	127.5	21.0	43.5	33.5	46.5	172.5	189.0	1588.8	528.36	1148.13	414.37	46.5	38.88	249.03	42.1	32.0	601.4	105.5	269.95000000000005	194.5	17.0	768.83	273.89	537.47	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
RXN-12558	108.0	39.0	41.0	27.0	16.0	276.0	104.0	43.0	12.0	44.62000000000001	1200.69	114.38	28.0	17.0	226.0	67.5	2.0	7.0	0.15	290.0	97.0	15.0	614.0	73.0	112.54	3.0	4.0	6.0	8.0	17.0	5.0	32.0	48.0	61.0
RXN-12559	108.0	39.0	41.0	27.0	16.0	276.0	104.0	43.0	12.0	44.62000000000001	1200.69	114.38	28.0	17.0	226.0	67.5	2.0	7.0	0.15	290.0	97.0	15.0	614.0	73.0	112.54	3.0	4.0	6.0	8.0	17.0	5.0	32.0	48.0	61.0
RXN-12560	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	70.2	49.89	35.75	220.37	103.0	14.76	13.14	142.6	0.0	16.0	24.0	12.87	74.0	5.0	79.25	837.66	331.67999999999995	0.0	0.0	0.0	3.0	0.0	0.0	14.0	2.0	2.0
RXN-12561	595.5	995.83	932.5	941.66	687.6600000000002	1110.67	855.25	1064.75	4670.33	2661.56	7956.75	2238.26	1490.5	866.49	2334.44	1234.28	134.5	1706.59	744.66	1930.86	1032.41	223.5	7576.24	7098.84	7688.51	287.75	137.0	309.0	335.0	586.0	261.0	852.0	1125.0	1085.95
RXN-12565	95.0	263.0	46.0	53.0	41.0	59.0	427.0	615.0	1340.67	357.28	2350.91	692.71	159.0	65.21	475.61	199.6	104.0	429.53	58.0	579.62	307.58	51.0	1278.42	1264.61	699.6800000000002	3.0	0.0	0.0	17.0	2.0	4.0	23.0	12.0	35.0
RXN-12570	253.5	225.5	174.75	160.75	102.0	71.5	306.25	385.5	2915.37	792.4900000000001	2444.2	966.25	299.5	92.43	522.24	273.63	67.25	1015.06	154.5	603.24	403.41	42.0	1531.92	2257.77	1207.4500000000005	3.0	0.0	0.0	17.5	2.0	4.0	23.5	12.0	35.0
RXN-12575	157.0	238.25	120.0	110.25	95.0	357.0	128.0	430.0	116.2	384.6	1116.12	128.0	158.0	384.5	600.35	235.1	70.0	85.0	223.0	299.0	76.5	42.0	2621.75	763.0	2114.1	187.0	66.0	44.0	88.0	42.0	110.0	102.0	259.0	44.0
RXN-12579	50.0	77.5	57.0	30.5	40.5	125.0	77.5	74.0	3470.64	570.54	1101.89	280.17	584.0	58.38	233.49	116.71	9.0	1155.3	120.31	250.12	162.25	10.0	742.44	209.86	644.09	122.75	31.0	81.0	152.0	404.0	131.0	481.0	721.0	424.95
RXN-12581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12587	6004.15	6391.839999999998	7445.119999999999	6061.86	6444.579999999999	6713.18	5670.909999999999	3969.01	4221.540000000001	4136.450000000002	3905.25	2328.51	2643.89	1607.6800000000005	2459.9100000000008	2898.390000000001	517.47	1495.72	1149.45	1218.5800000000004	870.4799999999998	1164.56	9381.569999999998	8679.55	11584.7	2203.49	813.8199999999998	1335.7700000000002	1208.34	1589.86	903.17	2750.1	3254.28	4436.26
RXN-12588	6004.15	6391.839999999998	7445.119999999999	6061.86	6444.579999999999	6713.18	5670.909999999999	3969.01	4221.540000000001	4136.450000000002	3905.25	2328.51	2643.89	1607.6800000000005	2459.9100000000008	2898.390000000001	517.47	1495.72	1149.45	1218.5800000000004	870.4799999999998	1164.56	9381.569999999998	8679.55	11584.7	2203.49	813.8199999999998	1335.7700000000002	1208.34	1589.86	903.17	2750.1	3254.28	4436.26
RXN-12609	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	47.0	143.0	51.12	33.0	3.0	181.0	176.25	60.0	0.0	38.0	100.0	24.0	6.5	0.0	967.75	293.0	959.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
RXN-12610	4385.96	6743.53	7125.85	5108.94	5141.86	5431.95	3812.1700000000014	4828.25	2076.09	2619.55	2104.5200000000004	1271.7599999999998	2505.26	698.5200000000002	1212.63	1783.9700000000007	699.7800000000002	709.79	610.97	645.11	417.72	1206.4399999999996	4454.44	4712.86	4778.41	1394.18	678.5899999999998	2112.2700000000004	1149.11	2252.13	839.4899999999999	2727.8699999999994	3157.2100000000005	5492.03
RXN-12611	4385.96	6743.53	7125.85	5108.94	5141.86	5431.95	3812.1700000000014	4828.25	2076.09	2619.55	2104.5200000000004	1271.7599999999998	2505.26	698.5200000000002	1212.63	1783.9700000000007	699.7800000000002	709.79	610.97	645.11	417.72	1206.4399999999996	4454.44	4712.86	4778.41	1394.18	678.5899999999998	2112.2700000000004	1149.11	2252.13	839.4899999999999	2727.8699999999994	3157.2100000000005	5492.03
RXN-12613	31.0	100.5	45.5	83.5	68.5	66.0	30.75	11.58	841.88	864.29	176.32999999999996	205.72	403.5	281.85	402.34	261.99	2.0	286.69	266.65	101.83	46.74	18.17	1759.88	1306.09	1506.87	298.17	147.66	100.67	169.34	145.0	195.16	299.5	542.3399999999998	370.33
RXN-12618	157.5	254.0	103.0	143.0	127.0	437.5	292.65	677.75	605.2	538.2600000000001	4571.97	1050.23	390.6	437.78	1108.2600000000002	542.9499999999998	110.5	206.2	163.0	1042.48	571.95	47.5	3456.9	3161.96	4278.87	213.2	76.6	17.6	90.6	86.8	71.0	579.6	295.4	230.8
RXN-12623	988.71	2014.33	2080.25	1424.91	1489.66	498.88	626.96	557.64	7.4	56.32	126.42	83.00999999999998	2.0	29.31	11.85	0.29	82.18	4.0	10.24	39.02	25.25	343.0	70.87	2.75	142.81	0.57	0.0	0.0	3.5	0.0	2.0	3.5	0.0	3.0
RXN-12624	988.71	2014.33	2080.25	1424.91	1489.66	498.88	626.96	557.64	7.4	56.32	126.42	83.00999999999998	2.0	29.31	11.85	0.29	82.18	4.0	10.24	39.02	25.25	343.0	70.87	2.75	142.81	0.57	0.0	0.0	3.5	0.0	2.0	3.5	0.0	3.0
RXN-12625	9076.0	23244.38	21560.45	13368.81	13293.71	10810.61	9173.62	14349.59	1398.26	1875.33	2456.69	1401.98	1953.85	550.49	830.73	1428.5200000000002	2078.84	413.29	400.12	836.4200000000002	381.06	4092.1	3188.76	4101.97	3409.19	1192.94	744.93	2274.27	991.02	1722.97	676.5799999999998	2228.53	1944.62	7333.8
RXN-12626	9076.0	23244.38	21560.45	13368.81	13293.71	10810.61	9173.62	14349.59	1398.26	1875.33	2456.69	1401.98	1953.85	550.49	830.73	1428.5200000000002	2078.84	413.29	400.12	836.4200000000002	381.06	4092.1	3188.76	4101.97	3409.19	1192.94	744.93	2274.27	991.02	1722.97	676.5799999999998	2228.53	1944.62	7333.8
RXN-12627	4.0	63.0	118.0	87.0	52.0	115.0	19.0	34.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	3.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12634	2232.17	2127.3	1663.72	1165.03	1398.1	3211.63	3726.55	2937.31	3711.1200000000013	6314.9299999999985	3254.61	2909.72	4917.26	2947.5	4030.56	4519.63	451.62	874.97	1928.32	1275.4599999999996	734.0600000000002	385.53	17116.7	12517.06	19997.17	2555.28	1606.36	1571.21	2267.140000000001	2898.78	1759.76	5102.02	7148.740000000002	5485.62
RXN-12642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.5	351.33	1040.3300000000004	86.5	3.5	34.84	243.0	34.83	0.0	189.33	81.5	231.5	74.58	0.0	620.5	187.42	301.83	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
RXN-12690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	302.5	5.0	9.5	1.0	8.0	19.5	3.5	0.0	32.5	68.5	1.0	2.0	0.0	78.5	47.0	66.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12705	253.5	225.5	174.75	160.75	102.0	71.5	306.25	385.5	2915.37	792.4900000000001	2444.2	966.25	299.5	92.43	522.24	273.63	67.25	1015.06	154.5	603.24	403.41	42.0	1531.92	2257.77	1207.4500000000005	3.0	0.0	0.0	17.5	2.0	4.0	23.5	12.0	35.0
RXN-12710	95.0	263.0	46.0	53.0	41.0	59.0	427.0	615.0	1340.67	357.28	2350.91	692.71	159.0	65.21	475.61	199.6	104.0	429.53	58.0	579.62	307.58	51.0	1278.42	1264.61	699.6800000000002	3.0	0.0	0.0	17.0	2.0	4.0	23.0	12.0	35.0
RXN-12714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	302.5	5.0	9.5	1.0	8.0	19.5	3.5	0.0	32.5	68.5	1.0	2.0	0.0	78.5	47.0	66.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12720	2757.5600000000004	7272.96	6940.46	4390.3200000000015	4935.12	3477.42	2814.5200000000004	4009.62	2136.54	1931.06	2903.7900000000004	1325.47	695.2	474.00000000000006	980.96	1064.9799999999998	595.36	709.46	494.14	811.55	507.39999999999986	1295.1	3536.75	3798.38	3350.42	234.54	165.2	112.2	220.2	183.6	136.0	1213.8	666.5999999999998	1482.6
RXN-12722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	99.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	99.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12726	4301.580000000001	5920.52	5891.980000000001	4129.74	4327.34	5132.82	4261.46	4249.79	2807.84	2342.66	5045.13	1712.46	2887.9500000000007	746.01	1740.3300000000004	1848.66	619.8299999999998	978.22	580.2400000000001	1347.14	761.77	1083.52	5920.169999999997	5450.54	5223.089999999998	1472.84	586.06	1201.2700000000002	1102.79	2012.1	874.61	3082.9	3694.39	3747.78
RXN-12729	4597.96	9076.29	8826.83	5745.909999999999	6449.779999999999	5661.690000000001	4733.92	5445.35	2148.78	2394.2	2977.2899999999995	1349.14	2185.28	872.79	1441.12	2140.05	763.76	633.6899999999998	620.1700000000002	866.5400000000003	467.69	1614.97	5673.659999999997	5028.6	6697.7	905.5799999999997	629.56	1465.7700000000002	992.63	1471.6	684.6099999999999	2591.94	2734.74	4527.2
RXN-12730	557.0	219.0	276.13	346.4	470.0	685.9	522.4	355.26	1748.7700000000002	1816.73	1620.35	939.43	1040.53	482.1	1047.38	922.2	59.73	648.8499999999998	481.88	549.4899999999999	367.26999999999987	34.67	3867.22	3556.23	3138.24	775.1899999999998	420.89	274.44000000000005	484.96	479.27	417.44	1322.88	1414.0099999999998	1152.01
RXN-12734	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	291.33	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12735	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8	11.0	0.0	7.0	100.0	0.0	0.0	6.0	0.0	2.2	0.0	0.0	1.0	5.0	12.0	291.33	24.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12736	89.4	157.23	41.8	37.86	37.06	161.87	189.3	301.8	62.07	70.07	14.0	46.25	108.0	20.0	12.73	115.63	43.0	9.2	6.33	0.67	7.0	43.0	87.28	440.36	263.05	3.75	0.0	2.0	2.0	0.0	6.0	30.0	25.0	24.95
RXN-12741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	302.5	5.0	9.5	1.0	8.0	19.5	3.5	0.0	32.5	68.5	1.0	2.0	0.0	78.5	47.0	66.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12750	253.5	225.5	174.75	160.75	102.0	71.5	306.25	385.5	2915.37	792.4900000000001	2444.2	966.25	299.5	92.43	522.24	273.63	67.25	1015.06	154.5	603.24	403.41	42.0	1531.92	2257.77	1207.4500000000005	3.0	0.0	0.0	17.5	2.0	4.0	23.5	12.0	35.0
RXN-12752	3368.1800000000007	4668.879999999999	4489.03	3058.86	3516.46	3880.41	3278.3100000000004	2868.86	627.2199999999998	731.1899999999998	1466.29	586.88	698.5899999999998	350.7999999999999	583.78	964.2899999999997	399.68	191.8	188.63	407.76	242.7	845.05	1731.59	1800.7	2900.26	518.24	256.1	831.9	353.27	623.3	244.0	1176.5700000000004	849.55	2720.7200000000007
RXN-12768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.5	30.76	16.880000000000006	70.11999999999999	4.5	9.5	7.93	26.0	0.0	21.5	7.0	21.79	25.25	0.0	50.33	147.75	121.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	23.0	5.0	7.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	22.0	13.0	8.0	6.0	17.0	29.0	15.0	4.0	56.0	23.0	92.0
RXN-12886	20.0	44.0	2.0	0.0	4.0	0.0	124.0	173.0	541.0	78.0	25.0	94.0	19.0	15.0	5.0	4.0	32.0	174.0	18.0	7.0	18.0	6.0	55.0	34.14	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12893	20.0	48.0	2.0	0.0	4.0	0.0	124.0	171.0	342.8	65.0	84.0	146.0	106.0	33.0	41.0	4.0	32.0	212.2	9.0	38.0	81.0	11.0	204.0	22.0	424.8	211.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
RXN-12894	20.0	44.0	2.0	0.0	4.0	0.0	124.0	173.0	1064.0	101.0	31.0	134.0	36.0	20.0	8.0	15.5	32.0	345.0	24.0	9.0	29.0	6.0	83.0	38.64	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12895	20.0	44.0	2.0	0.0	4.0	0.0	124.0	173.0	1064.0	101.0	31.0	134.0	36.0	20.0	8.0	15.5	32.0	345.0	24.0	9.0	29.0	6.0	83.0	38.64	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	2.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.8	44.0	991.0	87.0	0.0	12.0	201.0	2.0	0.0	13.2	18.0	218.0	79.0	0.0	472.0	8.0	224.8	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
RXN-12908	142.0	61.0	60.0	35.0	33.0	342.0	141.5	71.5	6.2	0.6	1.0	8.0	0.0	0.0	0.6	0.6	2.0	0.0	0.0	12.0	0.0	27.0	34.0	0.0	12.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12960	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	88.5	330.0	12.66	25.17	8.0	13.84	21.5	85.33	0.0	35.33	76.5	10.5	6.33	0.0	105.67	110.17	95.33	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RXN-12977	1188.11	1124.58	1008.75	670.66	367.66	1188.88	1106.86	1550.64	5.57	7.43	181.14	24.23	6.0	13.0	12.71	98.04	230.68	2.0	0.57	26.86	2.0	205.0	18.29	67.75	36.29	1.0699999999999998	3.0	2.0	2.5	3.0	0.0	19.5	12.0	152.0
RXN-12978	5681.84	11786.6	11394.08	7517.18	7166.6	6740.34	5122.14	6798.219999999998	3524.7499999999995	3325.7499999999995	4091.110000000001	1964.21	3295.7	553.4300000000002	1480.09	2543.850000000001	1030.88	1308.4399999999996	674.7099999999998	1197.01	731.48	2121.2	4826.299999999998	7233.53	4887.6	1807.68	894.8599999999999	2403.5400000000004	1377.5400000000004	2446.94	1097.66	3888.06	4016.74	7642.84
RXN-12979	4.5	0.0	18.67	0.0	0.0	0.0	0.0	3.0	89.87	230.47	25.33	31.58	671.75	58.0	102.8	254.43	0.67	10.0	33.33	20.33	7.33	0.67	356.48	620.9	132.57999999999998	241.17	101.33	132.0	255.92	480.83	204.58	676.17	963.92	655.48
RXN-13008	6868.66	10392.34	11152.679999999997	8092.48	8737.579999999998	7775.09	6364.07	4358.45	6232.290000000001	3781.74	12170.740000000002	3386.090000000001	2642.13	1711.3199999999995	3920.050000000001	3349.5600000000004	563.68	2244.82	1096.0000000000002	3186.52	1551.8500000000006	1925.64	13853.4	10602.819999999998	11827.78	1423.6699999999996	714.4899999999999	1217.17	1129.98	1446.23	804.1899999999998	3017.04	3045.8100000000004	5206.01
RXN-13028	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	294.37	642.8000000000002	1110.0300000000002	202.00000000000003	33.5	84.54	316.73	121.86	0.0	86.23	151.02999999999997	267.37	112.53	0.0	950.23	289.0	651.33	23.0	4.0	17.0	16.0	6.0	4.0	55.0	20.0	10.0
RXN-13036	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	52.0	156.0	51.12	33.0	34.0	182.5	203.75	79.0	0.0	38.0	105.0	32.0	6.5	0.0	1034.75	373.0	984.5	40.0	19.0	15.0	23.0	21.0	28.0	19.0	86.0	17.0
RXN-13037	1195.7800000000002	2905.15	2738.56	1836.0	1734.4	1245.04	1208.2600000000002	1817.14	1414.14	1020.74	1522.43	957.34	634.6	181.15	505.87	586.5200000000002	276.01	540.29	219.6	438.92	357.06	527.55	1669.4	2197.02	1693.0300000000002	460.27	200.93	92.27	218.77	173.47	233.83	858.73	720.47	527.8
RXN-13039	814.5699999999998	3119.0	2466.7200000000007	1614.23	1640.5	1080.23	961.65	1683.02	459.05	892.1700000000002	405.09	523.71	332.18	700.24	795.97	674.63	239.07	191.06	393.17	195.93	197.04	568.92	3842.7	2541.73	4075.1	446.16	146.13	160.0	196.86	188.63	142.78	337.21	493.02	742.6300000000001
RXN-13054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
